model_id,model,estimated_capability
175,gemini-2.5-pro,"[0.11114303, 1.008056, -0.95696574, -0.9015603, 0.8975138, 0.32726464, 0.64186543, -0.18488948, 0.7028023, 0.9855909, 2.7099516, 1.3076587, 0.16029593, 2.0608428, -0.16092326, 0.04751533, 0.323956, 0.2259511, -0.20316643, 0.11867681]"
176,gemini-2.5-pro-exp-03-25,"[0.025719127, 0.33172458, -0.014563091, -0.1246083, 0.49286175, 0.08825218, 0.031053402, -0.5520163, -0.0069682, 0.21001498, 2.5545511, 1.1614738, 0.50756866, 1.8239077, 0.012813385, 0.31135315, 0.3744351, 0.15451087, -0.2746071, 0.040684752]"
177,gemini-2.5-pro-preview-05-06,"[0.21143937, -0.54653865, 0.051363457, 0.11381844, 0.0769937, -0.04940496, -0.26839986, -0.14811368, 0.3987116, 0.7093004, 2.6863198, 1.5449283, -0.16194898, 1.862708, -0.23570234, 0.289845, 0.19517648, 0.6371295, -0.7845397, 0.32103226]"
178,gemini-2.5-pro-preview-06-05,"[0.473203, 0.5510188, 0.34976947, -0.8025194, 0.642611, -0.36270818, 1.2263105, -0.2716219, 1.7357773, -0.9281968, 2.4913793, 1.1947203, 0.14096175, 2.111224, -0.10936333, 0.4316157, 0.38546783, -0.17613603, -0.77106434, 0.89779896]"
179,gemini-3-flash-preview_high,"[-0.5279093, 0.4440805, 0.51506585, 0.70138776, 0.07817527, 0.15327501, 0.08481946, 0.30121335, 0.45993367, 1.059736, 4.2985735, 0.9475353, 0.7926663, 2.6816657, 0.37399766, 0.51522213, -0.44249567, 0.20370868, 1.8772297, 0.48929483]"
180,gemini-3-pro-preview_high,"[-0.16216631, 0.78898686, 0.727399, -0.061896145, -1.4330842, 0.21121757, -0.12115994, 0.38013396, 0.2758305, 0.59551674, 2.7980208, 1.4052444, 0.10245153, 2.8966906, 0.21033357, 0.28680408, 0.69031394, 0.73700756, 2.2794201, 0.2922053]"
181,gemini-3.1-pro-preview_high,"[-0.12347151, 0.4214568, -0.14673622, 0.84903085, -0.06401885, 0.01868574, 0.5585809, 0.5398307, 0.33698913, 0.6785423, 2.1932502, 1.4181334, 0.21087661, 2.510805, 0.2332137, -0.054787878, -0.15568495, -0.13433939, 3.7161973, 1.2842697]"
182,gemma-2-27b-it,"[0.5642681, 0.0858926, 0.33967018, 0.0984344, -0.2463461, 0.13504969, 0.4230892, 0.3691986, 0.71959037, 0.5445823, -2.051171, 0.05288427, 0.0985752, -0.43888098, 0.3714511, -0.035541207, 0.5334715, -0.3932176, 0.1175732, -0.22596055]"
183,gemma-2-2b-it,"[0.11474522, -1.1639111, 0.6288998, -0.11146814, 0.41758072, 0.75101954, 0.4920952, 0.07250103, 0.16953373, -0.0976738, -2.07712, 0.10709376, 0.17092139, -2.404311, 0.09417544, 0.21696576, -0.18979882, 0.42351243, -0.87146515, 0.043976035]"
184,gemma-2-9b-it,"[0.2044083, -0.17334558, -0.20315792, -0.22136146, -0.008892854, -0.3492387, 0.33611232, 0.26541653, 0.45657492, -0.23964642, -2.545621, 0.93292, 0.41418546, -1.3116429, 0.12615347, 0.055028796, 0.35820854, 0.2331228, 0.44854897, 0.42930236]"
185,gemma-2b,"[0.94452316, -2.2449028, 0.55524015, -0.77451074, -0.09247623, 0.19368589, 0.7894112, -0.18555872, 0.9939515, 0.48143852, -0.5199762, -1.4900391, 0.031910665, -3.0367758, 0.038097784, -0.22300883, -0.24117184, 0.27500105, 0.46976328, 0.22898869]"
186,gemma-3-12b-it,"[0.3099243, 0.63439804, 0.12332466, 0.2755773, 0.39020064, -0.43533397, 0.14810833, 0.16186139, 0.21594861, 0.5847706, -1.5993824, -0.16873369, 0.40709645, 0.33148813, 0.05279469, 0.20238672, 0.42641634, -0.081544705, -0.5304783, -0.30054528]"
187,gemma-3-12b-pt,"[-0.28779837, -0.6753616, 0.01840827, 0.23253676, -0.101962395, -0.09620669, 0.4594, -0.25657272, 0.6736982, -0.3502351, -1.9449676, 0.09717498, -0.1025885, -0.84680873, 0.0907821, 0.5770464, 0.25774723, 0.102468014, 0.012880183, -0.9210556]"
188,gemma-3-1b-it,"[0.06416722, -0.1005072, -0.07701942, -0.122011185, 0.047129553, 0.18004918, 0.17750384, -0.016750975, 0.20995763, -0.2242241, -3.772567, -1.4802177, -0.00150838, -2.1847644, 0.3027587, 0.12222848, 0.2280255, 0.29626864, -0.09691802, 0.28799364]"
189,gemma-3-1b-pt,"[0.22397323, -2.7091584, 0.37487444, -0.059691682, 0.041229513, 0.0046821875, 0.13480191, 0.07852712, 0.39387393, 0.15258181, -0.86252326, -0.9734669, 0.029423594, -4.239217, 0.09816939, -0.0830887, 0.01969336, 0.15768766, 0.2133237, -0.21890113]"
190,gemma-3-27b-it,"[0.231926, 0.8010056, 0.46697116, 0.07450554, 0.258282, -0.018633852, 0.5478828, -0.09315482, 0.7135872, 0.31313038, -0.7375986, -0.15178317, 0.09212715, 0.1271559, 0.11112585, 0.22809075, 0.20362641, -0.14922091, 0.11877948, -0.13559408]"
191,gemma-3-27b-pt,"[0.13316183, -0.7722521, 0.16183868, 0.36854497, -0.051080517, -0.0575896, -0.08107525, 0.23099816, -0.18409905, 0.5450465, -1.9486266, 0.94081575, -0.29163057, 0.06059496, 0.30670094, 0.60020125, -0.46702752, 1.048537, -0.36809865, -0.0863387]"
192,gemma-3-4b-it,"[1.2240398, 0.14303406, 0.079192355, 0.11641332, -0.11790425, -0.22510716, 1.0982838, -0.1563569, 0.16901672, -0.48459518, -2.7552636, -0.7391823, -0.31393614, -0.34241423, -0.13685441, 0.5815501, 0.20659463, 0.2467972, -0.1624611, -0.09281213]"
193,gemma-3-4b-pt,"[0.40427732, -1.4495775, 0.48934484, 0.01944555, -0.06875027, 0.4051136, -0.35051468, 0.30229625, -0.5194826, 0.045559328, -1.7975852, -0.18824387, 0.6079585, -2.1816096, 0.18245785, -0.29041997, -0.21513398, 0.06291043, 0.03971816, -0.5754129]"
194,gemma-3n-E2B-it,"[-0.24228542, -1.0820651, 0.6869379, -1.8726617, 0.20981838, 0.4044884, -0.42129713, 0.3858909, 0.15602544, 0.041904815, -1.8041365, 1.1409634, 0.48393726, -2.1974428, -0.014179532, -0.28527018, -0.14222911, -0.29139036, 0.15385455, -0.05538751]"
195,gemma-3n-E2B-it-litert-preview,"[-0.239226, -0.14624414, -0.31304857, 0.2228842, -0.19266288, 0.4103358, 0.030027188, 0.37586728, -0.100004904, 0.16688432, -1.7167531, -0.7159825, -1.3512958, -1.8672688, 0.015601382, -0.31657195, 0.2918872, 0.09269237, 0.1748388, -0.15915711]"
196,gemma-3n-E4B-it,"[-0.13500084, -0.12396733, 0.3714699, 0.15047596, 0.30941558, 0.31288767, 0.89931905, 0.26804462, 0.45205855, 0.009573583, -1.6678821, -0.28885403, 1.806975, -0.91283256, -0.12178629, 0.42454204, 0.1320702, -0.15298474, -0.065162905, -0.14139134]"
197,gemma-3n-E4B-it-litert-preview,"[0.27328253, -0.031297192, -0.20123377, 0.045576166, -0.18662113, -0.34803158, 0.20189878, 0.41342866, 0.91717935, 0.22353643, -2.3272212, -0.10440599, -0.13567662, -1.224272, 0.8218284, 0.06712725, -0.25853357, -0.0684168, -0.09171157, -0.20174646]"
198,gemma-7b,"[-0.41016725, -1.5738759, 0.66558135, -0.88618094, -0.08739735, 0.8190126, 0.5606547, 0.093720965, -0.3333283, 0.4863011, -0.8456403, -0.15662007, 0.42128286, -2.0934546, 0.01072879, 0.22061984, 0.3269253, 0.10221553, -0.71917784, 0.41366976]"
199,glm-4.5,"[-0.40306658, 0.22749719, 0.34515887, 0.013038758, -0.27228746, 0.5970796, 0.22681321, 0.44223872, 0.9387045, -0.45153582, 2.1053834, 0.80995345, 0.30109566, 2.3363526, -0.062063415, 0.14349176, -0.012082813, 0.5153882, -1.0625194, 0.24386919]"
200,gpt-3.5-turbo-0125,"[0.27960756, -0.059792116, 0.045788854, 1.1679357, 0.39124385, 0.58242804, -0.06208343, 0.31902537, 0.6364377, -0.25642738, -3.8355076, 1.4653487, 0.2526333, -1.3880818, 0.30410945, 0.14494686, -2.3180387, -0.18537565, 0.15088427, -0.0711506]"
201,gpt-3.5-turbo-1106,"[1.7765346, 0.3337349, -0.13793036, 0.3053209, 0.6987424, -0.15947562, 0.0467037, 0.21568553, 1.2092507, 1.2405771, -2.8794596, 0.18424506, 0.25678515, -0.32353678, 0.24442632, -0.3667397, 0.2618761, 0.711682, 0.5833065, 0.41368794]"
202,gpt-4-0125-preview,"[0.73720795, 0.71269774, 0.19497019, -0.0026829888, -0.031218411, 0.44262242, 0.51075107, 0.29090074, 0.5288136, -0.62275076, -1.9017595, 1.5979381, 1.3973168, 0.09722251, 0.0857469, -0.04543987, -0.25369486, -0.16668841, 0.95150375, -0.26587823]"
203,gpt-4-0314,"[0.25958675, -0.0011612577, 0.09678398, 0.74345684, -0.25380757, -0.07044322, 0.26088202, 0.93509334, -0.26061538, 0.09421094, -2.1368234, 2.1833336, 0.83124346, -0.5715764, 0.054251984, -0.23816828, -0.11209661, 0.16412309, 0.2235079, -0.37194917]"
204,gpt-4-0613,"[0.19312087, -1.0575058, -0.38790044, 0.6405535, 0.17581294, -0.13156189, 1.0523134, 0.31327993, 0.21376556, -1.3486812, -2.5812984, 1.8999373, 0.40260676, 0.15026037, 0.3661635, 0.4856775, 0.14238912, 0.6623184, 0.8277744, -0.2184976]"
205,gpt-4-turbo-2024-04-09,"[0.11232641, 0.81392044, 0.86374736, 0.8553376, 0.0064076525, 0.03947175, -0.23982182, 0.40625924, 0.29576355, -0.38854918, -1.5276891, 0.9469326, 0.3460297, 0.6062671, 0.7453983, 0.25534338, -0.2915719, 0.2920496, 0.4294377, -0.16583997]"
206,gpt-4.1-2025-04-14,"[0.17529601, -0.0349952, 0.4068663, 0.22206365, 0.43582907, 0.71127576, 0.33650544, 0.101354316, -0.1080276, -1.1820711, 0.40951645, 1.0912117, -0.019946793, 1.4870924, 0.2615768, 0.5436109, 0.11321039, 0.43130115, -1.9517463, 0.14206776]"
207,gpt-4.1-mini-2025-04-14,"[0.29808232, 0.037435353, 0.40991437, 0.31931618, 0.29019013, 0.07519736, 1.1733043, 0.31915292, 0.7749192, 0.25189063, 0.56145155, 0.73337406, 0.6542355, 0.26884738, -0.02671189, 0.12518016, -0.30116403, 0.6761788, -4.154714, -0.13289723]"
208,gpt-4.1-nano-2025-04-14,"[0.5895292, 0.8335718, -0.6653545, 1.0718933, -0.15002145, 0.89735824, -0.46905884, 0.14850566, 0.4300845, 0.3439663, -0.4422738, 0.28525487, -0.28955463, -0.9660772, 0.59604156, -0.40327868, -0.5165948, -0.14218843, -2.5804288, -0.5172989]"
209,gpt-4.5-preview-2025-02-27,"[0.020129899, 0.7820183, 0.51570785, 0.04213465, -0.0879714, 0.29905742, 0.43415913, -0.12379271, 0.8020193, -1.4127238, 0.16888687, 1.0742794, 0.3008994, 2.2256072, -0.4526167, -0.115556024, 0.11053166, -0.114885814, -1.0026234, -0.5624656]"
210,gpt-4o-2024-05-13,"[0.16434218, 1.0384614, 0.52192473, 0.3202248, -0.29307583, -1.1927233, 0.121785305, -0.09552426, 1.0181823, -0.14866592, -1.2371367, 1.4193686, 0.025197387, 0.7457713, 0.07859374, -0.9255959, 0.61910874, 0.26170793, 0.08693484, -0.17285694]"
211,gpt-4o-2024-08-06,"[-0.12904629, 1.2441199, 0.7831784, -0.14008231, 0.09248888, 0.61969125, 0.15802966, 0.16006316, -0.2791621, 0.11104192, -1.2919426, 1.418084, 0.58549803, 1.0865842, 0.5127374, 0.093846574, -0.031542096, -0.19560653, -0.8077108, 0.88516235]"
212,gpt-4o-2024-11-20,"[-0.37225142, 1.2933711, -0.0024080197, -0.11999824, 0.25198326, -0.35213128, 0.04153266, -0.130734, 0.21436982, 0.70107275, -1.3529854, 0.63551104, 0.27913287, 0.9593022, 0.3535648, 0.023073852, 0.22459789, -0.17430931, -0.2654265, -0.044207107]"
213,gpt-4o-mini-2024-07-18,"[0.023864, 0.88590544, 0.4211115, 0.36261794, -0.101642966, 0.2069812, 0.010532027, 0.025077855, -0.06793329, 0.06794058, -1.4972887, 1.2854388, -0.20483646, -0.48936754, 0.45467567, 0.043985974, 0.08934565, 0.058812223, -0.1491838, 0.05742352]"
214,gpt-5-2025-08-07_high,"[-0.25843474, 0.8510466, 0.13495763, 0.51221895, 0.544014, 0.8801216, 0.6177359, -0.17346942, -0.5438903, 0.2827316, 3.6881244, 1.0514385, -0.521118, 2.5232825, 0.601872, -0.055890106, 0.12629698, 0.30103368, 0.70224303, 0.4659921]"
215,gpt-5-2025-08-07_medium,"[0.28969282, 0.47721967, 0.6167843, -0.87623465, -0.7491269, 0.18220988, 1.4138173, -0.8091658, 0.1723513, 0.7193843, 3.230865, 1.082208, 0.45593354, 3.0292306, 0.07384639, -0.7069968, 1.3448406, -0.021096015, 0.34957173, -0.21616156]"
216,gpt-5-mini-2025-08-07_high,"[0.10001791, -1.2156203, 0.39271677, -0.27079165, -0.2971969, 1.0506855, 0.63433343, 0.11667848, 0.6413894, 0.9302018, 3.0008135, -0.0067060017, -0.15195744, 2.0558996, 0.16719477, 0.47863284, -0.28371504, 1.2330775, 0.34868526, 0.069486246]"
217,gpt-5-mini-2025-08-07_medium,"[0.120267995, -1.2187878, 0.3321506, 1.8790879, -0.070675224, -0.11289344, -0.06579619, -0.15581824, -0.11962461, 1.6391463, 2.6067748, 0.79004407, -0.10721495, 2.0810838, 0.15492521, 0.5497612, 0.14863831, 0.71068764, -0.63846254, -0.8497224]"
218,gpt-5-nano-2025-08-07_high,"[0.16917318, -0.07866305, 0.5970625, 0.8120944, -0.2040447, 0.169181, 0.22970428, 1.6014404, 0.07335354, -0.5022165, 1.2735974, 1.2313849, 0.44855788, 1.0663664, -0.31603336, -0.9649809, -0.33026388, 0.6422064, -1.5382433, 0.1724298]"
219,gpt-5-nano-2025-08-07_medium,"[0.40016145, -0.2391582, -1.0519927, 0.7133046, 0.4683556, -0.46099186, -1.1973789, 0.52183324, -0.13913044, -0.15525213, 2.2125223, 0.568051, -0.07616162, 0.09428686, -0.26655966, 0.08140305, 0.48086834, 0.62083364, -1.2946453, 0.2583151]"
220,gpt-5.1_high,"[0.4687417, 0.6430851, 0.8653168, 0.7973915, -0.6747116, -0.536957, 0.3438667, -0.15763232, 0.6599455, 0.312818, 3.9349842, 0.06721301, 0.28461292, 3.2331047, 0.9362642, -0.22553611, 0.48791906, -0.32425222, 1.3710557, -0.26828027]"
221,gpt-5.2_xhigh,"[0.17517014, 0.53397423, 1.1803832, -0.5001459, -0.55278635, 0.14080082, 0.22386931, -0.11091591, 0.22811446, 0.37586066, 2.538976, 1.010976, -0.03642103, 2.5405924, 0.7864524, -0.132121, -0.09838411, 0.34375104, 2.4977283, 0.6302674]"
222,gpt-5.4-2026-03-05_xhigh,"[0.8420716, -0.39980727, 0.8796894, -0.24240372, 0.7844989, -0.30981717, -0.4011517, 0.5904207, 1.529529, 1.3630931, 2.488683, 1.2521616, -0.015780589, 1.9330399, -0.5399417, 0.2511434, 0.31934845, -0.14806575, 3.6274407, 1.514392]"
223,gpt-5.4-mini-2026-03-17_xhigh,"[-0.021116024, -0.6141301, 0.42873943, 0.29995754, 1.2724245, -0.00768546, 1.279014, -0.09434288, 1.2621616, -0.18393101, 2.9746706, 0.9677702, 0.3716671, 2.3896012, 0.5319622, 0.23187947, 0.5586084, 0.21349806, 1.3691388, 0.3265168]"
224,gpt-5.5_xhigh,"[0.41567108, -0.046035524, -0.183314, 1.7946981, 0.6281812, 0.28633168, -0.08810201, -0.14246789, 0.9848076, 0.6849689, 3.2507288, 1.1740496, -0.07086917, 2.4628716, -0.29049125, -0.37450558, -0.03098799, -0.021828983, 3.0870886, 0.65544075]"
225,gpt-oss-120b,"[0.11565179, 0.63680357, 0.58411634, 0.41053644, -0.6631966, 0.08416084, 0.49804515, -0.049592752, 0.09996543, 0.5140952, 0.88212216, 0.6564999, 0.50226474, 1.2386087, -0.63541394, 0.2990421, -0.14244424, -0.029963607, -1.0536422, 0.09835342]"
226,grok-2-0813,"[-0.16290449, 0.91596764, 0.68681955, -0.175438, -0.0020698474, 0.13179521, 0.5373358, 0.093866885, 0.35155442, 0.64852995, 0.614795, 1.4780773, -0.32970724, -0.2820467, -0.92315936, 0.16887371, 0.20207648, 1.160428, 0.4453685, -0.275141]"
227,grok-2-1212,"[-0.26013485, 2.1045444, 0.07497747, -1.079762, 0.69009733, -0.3118903, 0.99772435, -0.52219486, 1.0483772, 0.80829924, -0.7682419, 0.21281199, -0.1467627, 0.23965754, 0.35955423, 0.4958337, -0.69498974, 0.18174742, 0.109746344, 0.67371446]"
228,grok-2-mini-0813,"[0.78391695, 0.64505684, 0.47132367, 1.5887612, -0.5411817, 0.399378, -0.33128873, -0.37282884, 0.38971788, -0.95417935, -0.882176, 0.7628974, -0.14575002, 0.44921973, -0.3175662, -0.08494301, 0.030503664, 1.7974483, 0.05714887, -0.06996952]"
229,grok-3-beta,"[0.39876047, 0.18029106, -0.36943117, -0.22482006, -0.81803083, -0.28104317, -0.00019651769, -0.4070782, 1.0835379, 0.23702277, 1.3373977, 1.3799882, 0.07582341, 1.5783838, 0.23270251, 0.46367866, 0.059947085, -0.31426293, -1.4531382, -0.07441733]"
230,grok-3-mini-beta_low,"[0.19757512, 0.124207914, 0.019916724, 0.5843511, 0.15715924, -1.159723, 0.0146581065, 0.41977525, 0.28351048, 1.0684274, 1.4074674, 0.28813037, 0.7707892, 0.20808056, 0.98996747, 0.27190208, -0.3532424, -1.665521, -0.60974056, 0.35637236]"
231,grok-4-0709,"[1.2653949, 0.30459464, 0.2146928, 0.04504195, -0.14462273, 0.6034816, 1.9205078, 0.17870136, 0.8150365, 1.0498074, 2.8864563, 0.24719122, 0.092125654, 2.2950065, -0.1481926, 0.12815674, 0.62113184, -0.3743497, -0.069295816, 0.29610914]"
232,internlm-7b,"[0.04636417, -2.130725, 0.5303439, 1.610184, 0.84296906, 0.1385011, 0.44387612, -0.30293941, -0.16991311, -0.108125485, -0.18642342, -0.9804286, 0.15804999, -1.8226825, -0.031984158, 0.20856048, -0.20736362, 1.264551, -3.2806687, 0.12487243]"
233,kimi-k2-thinking,"[0.66402316, 0.43947223, 0.10815941, 0.60165554, -0.023270138, 0.3239364, 0.04057133, 0.0064476584, 1.3570138, 0.023342334, 4.3820195, 0.83985144, 0.31738618, 3.7482662, 0.07541421, 0.023756664, 0.32503754, 0.40404668, 1.1955835, -0.20797585]"
234,kimi-k2.6_thinking,"[0.962935, -0.33761504, 0.5798925, 0.26415896, -0.2061344, 0.4329445, -0.05923682, 0.42933726, 0.1326232, 0.5098437, 2.260804, 1.2865232, 0.43928203, 2.662178, 0.13209985, -0.50904125, -0.28263646, 1.0458792, 2.9925258, 1.2940426]"
235,magistral-medium-2506,"[0.8020371, 0.86654323, -0.01896723, 0.1218298, 0.083964, 0.10536975, 0.73934907, 0.19690177, -0.20035614, -0.5491968, 1.1754094, 0.9050464, 0.13244759, 1.4067678, 0.238185, 0.15058681, 0.015514223, 0.0591945, -2.6158333, -0.7713621]"
236,magistral-small-2506,"[0.11979207, 1.0994428, -0.35524142, -0.14118649, 0.11014978, 0.7693052, 0.4961576, 0.21836337, -0.927273, -0.6904558, 0.6591491, 0.5074064, -0.11819635, 1.2512519, 0.28568855, -0.18892305, -0.016857551, 0.21573998, -3.3342187, -0.08489401]"
237,mistral-small-2503,"[-0.15649183, 0.7838826, 0.22058812, 1.5842472, 0.61317426, -0.7169745, 0.50608706, -0.37760678, 0.040043313, -0.8547997, -1.4266025, 2.043654, 0.30116567, -0.428796, -0.062169585, -0.47307125, 0.18241169, 0.19926366, 0.14523698, 0.36070198]"
238,mistral-small-2506,"[-0.13928263, 1.4240853, 0.5954991, -1.0627774, 0.001059555, -0.07989419, 0.8776791, -0.5302524, 0.3036362, 0.6703636, 0.00044802908, 1.2160642, -0.24015726, -1.2316859, 0.77442384, -0.26672575, -0.012242115, -1.1407467, -0.7189098, 0.012219256]"
239,mpt-30b,"[-0.6713883, -0.6790156, 0.018469159, 0.033296287, 0.20057955, -0.929023, 1.0052834, 0.23095566, -0.7442284, -0.3973129, -0.70806885, -1.9859618, 0.77097714, -0.8774892, 0.21835786, -0.339728, -0.24603437, 0.64424515, 1.9211587, 0.9207501]"
240,mpt-7b,"[0.0796802, -0.79963475, -0.0001362492, -0.005839617, 0.040159356, -0.70296437, 0.26957965, 0.5088011, 0.8455256, -0.5476586, -2.4827695, -2.7453625, 0.7125048, 0.20188056, -0.07845536, 0.4747404, 0.5398784, 1.3300925, 0.63737535, -0.85685736]"
241,o1-2024-12-17,"[-0.36211073, 1.292937, -0.057753198, 0.009887228, 0.176264, 0.28226835, 0.5028981, 0.06321521, 0.14888838, 0.32925615, 1.6334153, 1.0671729, 0.21372847, 1.3217183, -0.28155515, 0.059206966, -0.090162046, 0.27528143, -0.3899009, -0.13268068]"
242,o1-2024-12-17_high,"[-0.02140067, 1.0050712, -0.16897501, 0.76387507, -0.088461034, 0.2062867, 0.8977296, 0.026742835, -0.032431692, 0.09216999, 1.3587673, 1.0072335, 0.54323834, 1.5501838, 1.0901034, -0.32545128, 0.18090469, -0.0046433113, -0.6181757, -0.5126016]"
243,o1-2024-12-17_medium,"[-0.51513034, 0.49975157, 0.37916067, 0.42387107, 0.4361458, -0.50648874, 0.8278674, 0.42356688, -0.25427893, 0.30544344, 1.9225895, 1.566691, 0.3654881, 0.51700515, 0.83325773, 0.55206144, -0.632608, 0.18293957, -1.1492802, 0.22734001]"
244,o1-mini-2024-09-12_medium,"[-0.0030479901, 2.0195198, 0.11481458, -0.44509503, 0.48525432, 0.52032405, 0.4842097, 0.09822774, 0.28352648, 0.016703054, 0.82905805, 0.32722405, 0.3513418, -0.14925535, -0.6512131, 0.044356793, -0.889987, 0.09807277, -1.3131398, 0.11860128]"
245,o1-preview-2024-09-12,"[-0.045093406, 1.6813996, 0.07168054, -0.67496544, -0.13329217, -0.64453983, -0.5843891, 0.08567881, 0.7335449, 0.23991747, 0.23163456, 0.3562324, 0.42218405, 1.5196757, -0.23291935, 0.21128322, 0.51603186, 0.40845007, -0.7565382, 0.41460225]"
246,o3-2025-04-16_high,"[0.21116143, -0.37813774, -0.4594262, 0.72896624, 0.49561262, -0.17483863, 0.36485925, 0.0794191, 0.033807505, 0.4647019, 3.089986, 0.74642986, 0.18080515, 2.0105247, -0.48136678, 0.75316, -0.056170516, 0.63224983, 0.55530155, 0.07226326]"
247,o3-2025-04-16_medium,"[0.6500668, 0.2454733, 0.11661303, 0.14965373, 0.5679814, 0.45608985, 1.1742132, -0.1505013, 0.7194929, 2.7051303, 2.7296345, 0.69382066, 0.14013262, 1.9971768, -0.30800325, 0.59479564, 0.5751047, -0.30797696, 0.19191325, -1.1195462]"
248,o3-mini-2025-01-31_high,"[0.64632326, 0.8376686, 0.16096818, -1.3061138, -0.004678365, -0.10252323, 0.79235566, 0.15572974, -0.29175615, 0.49181107, 2.2398539, 0.58835083, -0.50707257, 0.8321163, 0.6645133, -0.15039532, 0.3583097, 0.35475913, -0.5774326, 0.43919444]"
249,o3-mini-2025-01-31_medium,"[-0.19604734, 0.68813044, 0.49525726, -0.08930497, 0.11874365, 0.14104067, -0.26935074, 0.049531326, 0.33815396, -0.12350483, 1.97786, 0.5753824, 0.036254242, 0.9654844, 0.12254605, 0.38693967, 0.34539783, 0.17272836, -1.1092826, 0.026658762]"
250,o4-mini-2025-04-16_high,"[0.017434172, -0.36254716, 0.7934912, -0.08563029, 0.79806185, -0.53460026, -0.13736461, 0.90061355, 1.1102376, 0.18927434, 3.0679402, 0.5234487, 0.53104186, 0.93439037, 0.7657734, 0.029106868, 0.3830227, 0.084731005, 0.48103333, -0.030313542]"
251,o4-mini-2025-04-16_medium,"[-0.29801717, 0.44465715, -0.42425475, 0.22011077, 0.584263, 0.06409903, 0.3946973, 0.8488788, 1.5903527, 0.6527743, 2.568726, 0.79592127, 0.1348495, 1.329503, 0.19733381, -0.69573796, -0.1082085, -0.12590322, -0.21543562, -0.34724692]"
252,phi-2,"[0.26479864, -1.2571467, -0.2055893, 0.27827504, -0.05035846, 0.5780667, 0.29553622, 0.0037727791, 0.64622784, -0.1521767, 0.6409119, 0.11699018, -0.14483711, -3.6224046, -0.8420109, 0.3927642, 0.75460005, -0.283161, -0.02807925, 0.16137415]"
253,phi-4,"[-0.12373767, 1.4394926, 0.1027373, -0.26910618, 0.04548235, 0.29460827, -0.692361, 0.13186172, 0.47189635, 0.10230221, -0.5394798, 0.66143423, -0.2789208, -0.65399253, 0.2266355, -0.1139706, 0.44655398, -0.102551125, -0.4047722, 0.04965276]"
254,qwen1.5-110b-chat,"[0.27852505, 0.037798434, 0.34918037, -0.24843399, -0.30387133, -0.6894619, 0.078245915, -0.019851, 0.23769233, 0.41195363, -1.0604203, 0.67404735, 0.31279355, -1.9803083, 0.68357396, 0.21922964, 0.1361043, -0.5355972, -0.05507291, -0.27421844]"
255,qwen1.5-32B,"[0.39354548, -1.0060143, -0.17474365, 0.15302522, 0.22537632, 0.69951886, 0.59163773, -0.7812791, 0.7368232, 0.22184098, -0.36762807, -0.06320256, 0.26549238, -0.4357379, 0.35557932, 0.6003011, -0.21736744, 0.051223442, -0.34807047, 0.7901352]"
256,qwen1.5-32b-chat,"[0.43194178, -0.28730258, -0.1831043, 0.26908767, 0.23366405, -0.13476318, -0.39314497, -0.02975546, 0.54928255, 0.29755828, -0.84719044, 0.8572023, 0.4839727, -2.208631, -0.21186318, 0.023364052, -0.4003717, 0.31681505, 0.032766018, 0.14537306]"
257,qwen1.5-72b-chat,"[0.15317151, -0.2731433, 0.5601319, -0.40921122, -0.24858357, -0.07392703, 0.112895325, -0.2553196, 0.58113235, 0.21396786, -0.3949474, 0.7072097, 0.06284524, -1.6500189, 0.66788745, 0.16770542, 0.12701473, -0.17409748, 1.1563636, -0.071247146]"
258,qwen1.5-7b-chat,"[0.64892995, -1.4260232, 0.47561392, -0.08917235, 0.16094589, -0.4990292, -0.4354566, 0.10790432, -0.0003601635, 0.75897557, -0.78342134, 0.33008602, 0.1759665, -2.9167778, -0.25358516, -0.24494705, 0.20929341, -0.053758755, -0.37667727, -0.2712372]"
259,qwen2-57b-a14b-instruct,"[-0.08786066, 0.35552064, -0.30799717, 0.12193116, -0.37036556, 1.0721564, 0.107407205, 0.49066907, -0.77787507, -0.041193858, 0.15797411, 0.29130104, 0.13026892, -1.887632, 0.278485, 0.09734613, 0.2975887, -0.37037534, -0.5045822, 0.5138685]"
260,qwen2-72b-instruct,"[0.07895557, 0.84849846, -0.2607385, -0.42541802, -0.14643094, -0.4317611, -0.45985135, 0.1794629, 0.9138908, 0.4182475, -1.5319829, 0.7093079, 0.61730033, -0.57191116, -0.06615875, -0.09399965, 0.3819355, -0.12036096, -0.48735043, -0.16651542]"
261,qwen2-7b-instruct,"[0.42793489, 0.17558649, 0.75856954, -0.28783414, -0.04681214, -0.52490294, -0.15266855, -0.16175677, 0.054667305, 0.1818099, -1.4541086, -0.16794227, -0.060677752, -1.8000402, 0.17284976, 0.12092224, -0.11719081, 0.08087781, -0.29694605, 0.6574073]"
262,qwen2.5-14b-instruct,"[0.18409456, 0.8671559, 0.105346784, -0.48189116, 0.2812833, -0.40368313, 0.3783872, -0.04700775, 0.5697087, 0.4344153, -1.4411844, -0.038754728, 0.29953423, -0.27812976, 0.29826614, 0.09060451, 0.32225102, -0.10719673, -0.15311587, 0.13104571]"
